reading_time,zone_name,avg_speed_kmh,congestion_index
2026-09-08 20:00:00,Indiranagar,5.0,0.78
2026-09-08 20:00:00,Whitefield,13.8,0.56
2026-09-08 20:00:00,Koramangala,5.0,0.86
2026-09-08 20:00:00,Jayanagar,24.7,0.19
2026-09-08 20:00:00,Hebbal,9.5,0.77
2026-09-08 20:00:00,Electronic City,11.8,0.58
2026-09-08 20:00:00,HSR Layout,8.6,0.65
2026-09-08 21:00:00,MG Road / Central,17.3,0.46
2026-09-08 21:00:00,Indiranagar,19.7,0.53
2026-09-08 21:00:00,Whitefield,20.1,0.3
2026-09-08 21:00:00,Koramangala,14.6,0.4
2026-09-08 21:00:00,Jayanagar,24.2,0.17
2026-09-08 21:00:00,Hebbal,24.7,0.19
2026-09-08 21:00:00,Electronic City,27.7,0.15
2026-09-08 21:00:00,HSR Layout,22.5,0.25
2026-09-09 06:00:00,MG Road / Central,19.5,0.36
2026-09-09 06:00:00,Indiranagar,13.3,0.5
2026-09-09 06:00:00,Whitefield,24.3,0.17
2026-09-09 06:00:00,Koramangala,21.2,0.24
2026-09-09 06:00:00,Jayanagar,26.0,0.19
2026-09-09 06:00:00,Hebbal,21.9,0.28
2026-09-09 06:00:00,Electronic City,19.2,0.35
2026-09-09 06:00:00,HSR Layout,20.9,0.3
2026-09-09 07:00:00,MG Road / Central,15.9,0.43
2026-09-09 07:00:00,Indiranagar,26.5,0.11
2026-09-09 07:00:00,Whitefield,19.2,0.42
2026-09-09 07:00:00,Koramangala,17.0,0.52
2026-09-09 07:00:00,Jayanagar,22.6,0.26
2026-09-09 07:00:00,Hebbal,24.1,0.18
2026-09-09 07:00:00,Electronic City,22.7,0.32
2026-09-09 07:00:00,HSR Layout,22.1,0.23
2026-09-09 08:00:00,MG Road / Central,10.2,0.7
2026-09-09 08:00:00,Indiranagar,9.6,0.53
2026-09-09 08:00:00,Whitefield,13.0,0.48
2026-09-09 08:00:00,Koramangala,10.5,0.64
2026-09-09 08:00:00,Jayanagar,18.0,0.5
2026-09-09 08:00:00,Hebbal,12.9,0.59
2026-09-09 08:00:00,Electronic City,9.0,0.62
2026-09-09 08:00:00,HSR Layout,9.6,0.67
2026-09-09 09:00:00,MG Road / Central,5.0,0.78
2026-09-09 09:00:00,Indiranagar,16.2,0.51
2026-09-09 09:00:00,Whitefield,10.3,0.6
2026-09-09 09:00:00,Koramangala,14.4,0.6
2026-09-09 09:00:00,Jayanagar,21.1,0.41
2026-09-09 09:00:00,Hebbal,18.0,0.44
2026-09-09 09:00:00,Electronic City,15.9,0.51
2026-09-09 09:00:00,HSR Layout,15.1,0.48
2026-09-09 10:00:00,MG Road / Central,6.8,0.7
2026-09-09 10:00:00,Indiranagar,5.3,0.79
2026-09-09 10:00:00,Whitefield,12.3,0.52
2026-09-09 10:00:00,Koramangala,17.8,0.39
2026-09-09 10:00:00,Jayanagar,6.4,0.84
2026-09-09 10:00:00,Hebbal,13.0,0.55
2026-09-09 10:00:00,Electronic City,14.5,0.55
2026-09-09 10:00:00,HSR Layout,20.0,0.41
2026-09-09 11:00:00,MG Road / Central,16.9,0.49
2026-09-09 11:00:00,Indiranagar,16.5,0.45
2026-09-09 11:00:00,Whitefield,21.3,0.33
2026-09-09 11:00:00,Koramangala,18.1,0.36
2026-09-09 11:00:00,Jayanagar,25.2,0.26
2026-09-09 11:00:00,Hebbal,24.0,0.1
2026-09-09 11:00:00,Electronic City,22.0,0.27
2026-09-09 11:00:00,HSR Layout,22.4,0.27
2026-09-09 12:00:00,MG Road / Central,21.8,0.37
2026-09-09 12:00:00,Indiranagar,22.1,0.21
2026-09-09 12:00:00,Whitefield,19.6,0.24
2026-09-09 12:00:00,Koramangala,22.0,0.38
2026-09-09 12:00:00,Jayanagar,22.9,0.25
2026-09-09 12:00:00,Hebbal,25.8,0.1
2026-09-09 12:00:00,Electronic City,23.2,0.2
2026-09-09 12:00:00,HSR Layout,19.0,0.4
2026-09-09 13:00:00,MG Road / Central,22.5,0.27
2026-09-09 13:00:00,Indiranagar,18.5,0.46
2026-09-09 13:00:00,Whitefield,14.8,0.44
2026-09-09 13:00:00,Koramangala,18.4,0.3
2026-09-09 13:00:00,Jayanagar,24.3,0.22
2026-09-09 13:00:00,Hebbal,18.8,0.37
2026-09-09 13:00:00,Electronic City,24.0,0.21
2026-09-09 13:00:00,HSR Layout,29.7,0.15
2026-09-09 14:00:00,MG Road / Central,24.2,0.21
2026-09-09 14:00:00,Indiranagar,10.7,0.64
2026-09-09 14:00:00,Whitefield,22.5,0.23
2026-09-09 14:00:00,Koramangala,21.4,0.38
2026-09-09 14:00:00,Jayanagar,31.6,0.05
2026-09-09 14:00:00,Hebbal,27.1,0.08
2026-09-09 14:00:00,Electronic City,25.2,0.2
2026-09-09 14:00:00,HSR Layout,29.2,0.06
2026-09-09 15:00:00,MG Road / Central,8.0,0.64
2026-09-09 15:00:00,Indiranagar,16.0,0.42
2026-09-09 15:00:00,Whitefield,21.0,0.3
2026-09-09 15:00:00,Koramangala,21.3,0.32
2026-09-09 15:00:00,Jayanagar,15.6,0.47
2026-09-09 15:00:00,Hebbal,17.3,0.34
2026-09-09 15:00:00,Electronic City,26.9,0.14
2026-09-09 15:00:00,HSR Layout,17.9,0.43
2026-09-09 16:00:00,MG Road / Central,19.1,0.36
2026-09-09 16:00:00,Indiranagar,23.7,0.25
2026-09-09 16:00:00,Whitefield,18.4,0.36
2026-09-09 16:00:00,Koramangala,20.2,0.34
2026-09-09 16:00:00,Jayanagar,23.9,0.2
2026-09-09 16:00:00,Hebbal,14.4,0.5
2026-09-09 16:00:00,Electronic City,22.5,0.21
2026-09-09 16:00:00,HSR Layout,19.5,0.34
2026-09-09 17:00:00,MG Road / Central,14.0,0.62
2026-09-09 17:00:00,Indiranagar,5.0,0.87
2026-09-09 17:00:00,Whitefield,22.2,0.33
2026-09-09 17:00:00,Koramangala,13.0,0.62
2026-09-09 17:00:00,Jayanagar,22.4,0.31
2026-09-09 17:00:00,Hebbal,19.3,0.4
2026-09-09 17:00:00,Electronic City,11.5,0.55
2026-09-09 17:00:00,HSR Layout,16.3,0.5
2026-09-09 18:00:00,MG Road / Central,9.8,0.71
2026-09-09 18:00:00,Indiranagar,5.0,0.94
2026-09-09 18:00:00,Whitefield,7.9,0.74
2026-09-09 18:00:00,Koramangala,9.6,0.59
2026-09-09 18:00:00,Jayanagar,16.0,0.53
2026-09-09 18:00:00,Hebbal,17.0,0.53
2026-09-09 18:00:00,Electronic City,18.7,0.38
2026-09-09 18:00:00,HSR Layout,18.7,0.4
2026-09-09 19:00:00,MG Road / Central,5.0,0.81
2026-09-09 19:00:00,Indiranagar,18.8,0.39
2026-09-09 19:00:00,Whitefield,12.7,0.6
2026-09-09 19:00:00,Koramangala,5.0,0.85
2026-09-09 19:00:00,Jayanagar,13.4,0.63
2026-09-09 19:00:00,Hebbal,20.5,0.34
2026-09-09 19:00:00,Electronic City,15.2,0.49
2026-09-09 19:00:00,HSR Layout,11.3,0.59
2026-09-09 20:00:00,MG Road / Central,11.5,0.62
2026-09-09 20:00:00,Indiranagar,10.7,0.57
2026-09-09 20:00:00,Whitefield,8.8,0.63
2026-09-09 20:00:00,Koramangala,7.5,0.78
2026-09-09 20:00:00,Jayanagar,18.4,0.34
2026-09-09 20:00:00,Hebbal,7.2,0.69
2026-09-09 20:00:00,Electronic City,16.1,0.49
2026-09-09 20:00:00,HSR Layout,10.2,0.64
2026-09-09 21:00:00,MG Road / Central,23.0,0.33
2026-09-09 21:00:00,Indiranagar,13.7,0.61
2026-09-09 21:00:00,Whitefield,20.6,0.26
2026-09-09 21:00:00,Koramangala,22.0,0.3
2026-09-09 21:00:00,Jayanagar,23.8,0.3
2026-09-09 21:00:00,Hebbal,17.2,0.33
2026-09-09 21:00:00,Electronic City,16.7,0.38
2026-09-09 21:00:00,HSR Layout,24.4,0.2
2026-09-10 06:00:00,MG Road / Central,17.0,0.64
2026-09-10 06:00:00,Indiranagar,15.4,0.47
2026-09-10 06:00:00,Whitefield,22.4,0.31
2026-09-10 06:00:00,Koramangala,22.7,0.36
2026-09-10 06:00:00,Jayanagar,22.7,0.28
2026-09-10 06:00:00,Hebbal,20.9,0.33
2026-09-10 06:00:00,Electronic City,18.2,0.35
2026-09-10 06:00:00,HSR Layout,22.3,0.18
2026-09-10 07:00:00,MG Road / Central,18.0,0.45
2026-09-10 07:00:00,Indiranagar,19.7,0.45
2026-09-10 07:00:00,Whitefield,23.9,0.25
2026-09-10 07:00:00,Koramangala,21.2,0.27
2026-09-10 07:00:00,Jayanagar,21.7,0.33
2026-09-10 07:00:00,Hebbal,23.4,0.21
2026-09-10 07:00:00,Electronic City,27.3,0.07
2026-09-10 07:00:00,HSR Layout,20.4,0.36
2026-09-10 08:00:00,MG Road / Central,7.3,0.76
2026-09-10 08:00:00,Indiranagar,7.7,0.7
2026-09-10 08:00:00,Whitefield,11.8,0.63
2026-09-10 08:00:00,Koramangala,6.2,0.76
2026-09-10 08:00:00,Jayanagar,23.4,0.29
2026-09-10 08:00:00,Hebbal,13.5,0.49
2026-09-10 08:00:00,Electronic City,10.2,0.63
2026-09-10 08:00:00,HSR Layout,10.9,0.68
2026-09-10 09:00:00,MG Road / Central,5.0,0.78
2026-09-10 09:00:00,Indiranagar,5.2,0.85
2026-09-10 09:00:00,Whitefield,15.1,0.51
2026-09-10 09:00:00,Koramangala,16.2,0.49
2026-09-10 09:00:00,Jayanagar,14.5,0.43
2026-09-10 09:00:00,Hebbal,21.2,0.37
2026-09-10 09:00:00,Electronic City,18.8,0.47
2026-09-10 09:00:00,HSR Layout,12.0,0.49
2026-09-10 10:00:00,MG Road / Central,15.5,0.57
2026-09-10 10:00:00,Indiranagar,8.5,0.68
2026-09-10 10:00:00,Whitefield,13.9,0.57
2026-09-10 10:00:00,Koramangala,7.9,0.83
2026-09-10 10:00:00,Jayanagar,12.1,0.51
2026-09-10 10:00:00,Hebbal,15.5,0.5
2026-09-10 10:00:00,Electronic City,15.1,0.43
2026-09-10 10:00:00,HSR Layout,12.2,0.59
2026-09-10 11:00:00,MG Road / Central,16.4,0.4
2026-09-10 11:00:00,Indiranagar,17.0,0.37
2026-09-10 11:00:00,Whitefield,21.4,0.36
2026-09-10 11:00:00,Koramangala,22.8,0.18
2026-09-10 11:00:00,Jayanagar,26.6,0.07
2026-09-10 11:00:00,Hebbal,19.9,0.24
2026-09-10 11:00:00,Electronic City,23.8,0.14
2026-09-10 11:00:00,HSR Layout,21.9,0.27
2026-09-10 12:00:00,MG Road / Central,21.0,0.31
2026-09-10 12:00:00,Indiranagar,19.4,0.33
2026-09-10 12:00:00,Whitefield,19.2,0.45
2026-09-10 12:00:00,Koramangala,24.3,0.24
2026-09-10 12:00:00,Jayanagar,17.3,0.35
2026-09-10 12:00:00,Hebbal,22.6,0.35
2026-09-10 12:00:00,Electronic City,24.7,0.12
2026-09-10 12:00:00,HSR Layout,19.4,0.37
2026-09-10 13:00:00,MG Road / Central,16.7,0.47
2026-09-10 13:00:00,Indiranagar,13.9,0.45
2026-09-10 13:00:00,Whitefield,21.1,0.38
2026-09-10 13:00:00,Koramangala,18.7,0.37
2026-09-10 13:00:00,Jayanagar,29.0,0.07
2026-09-10 13:00:00,Hebbal,20.3,0.32
2026-09-10 13:00:00,Electronic City,17.8,0.38
2026-09-10 13:00:00,HSR Layout,18.4,0.32
2026-09-10 14:00:00,MG Road / Central,17.7,0.4
2026-09-10 14:00:00,Indiranagar,16.4,0.43
2026-09-10 14:00:00,Whitefield,24.6,0.23
2026-09-10 14:00:00,Koramangala,16.4,0.35
2026-09-10 14:00:00,Jayanagar,19.0,0.46
2026-09-10 14:00:00,Hebbal,28.5,0.09
2026-09-10 14:00:00,Electronic City,24.8,0.19
2026-09-10 14:00:00,HSR Layout,21.0,0.29
2026-09-10 15:00:00,MG Road / Central,19.4,0.31
2026-09-10 15:00:00,Indiranagar,19.6,0.29
2026-09-10 15:00:00,Whitefield,21.3,0.24
2026-09-10 15:00:00,Koramangala,18.5,0.48
2026-09-10 15:00:00,Jayanagar,25.1,0.18
2026-09-10 15:00:00,Hebbal,21.6,0.31
2026-09-10 15:00:00,Electronic City,23.7,0.26
2026-09-10 15:00:00,HSR Layout,18.3,0.31
2026-09-10 16:00:00,MG Road / Central,16.6,0.5
2026-09-10 16:00:00,Indiranagar,20.8,0.31
2026-09-10 16:00:00,Whitefield,19.6,0.33
2026-09-10 16:00:00,Koramangala,18.9,0.53
2026-09-10 16:00:00,Jayanagar,22.6,0.16
2026-09-10 16:00:00,Hebbal,22.8,0.29
2026-09-10 16:00:00,Electronic City,26.2,0.22
2026-09-10 16:00:00,HSR Layout,28.7,0.09
2026-09-10 17:00:00,MG Road / Central,14.6,0.63
2026-09-10 17:00:00,Indiranagar,5.0,0.94
2026-09-10 17:00:00,Whitefield,17.2,0.48
2026-09-10 17:00:00,Koramangala,10.3,0.65
2026-09-10 17:00:00,Jayanagar,9.6,0.55
2026-09-10 17:00:00,Hebbal,12.2,0.55
2026-09-10 17:00:00,Electronic City,18.2,0.49
2026-09-10 17:00:00,HSR Layout,19.6,0.4
2026-09-10 18:00:00,MG Road / Central,9.4,0.67
2026-09-10 18:00:00,Indiranagar,6.8,0.79
2026-09-10 18:00:00,Whitefield,13.4,0.62
2026-09-10 18:00:00,Koramangala,9.0,0.66
2026-09-10 18:00:00,Jayanagar,15.8,0.42
2026-09-10 18:00:00,Hebbal,5.4,0.9
2026-09-10 18:00:00,Electronic City,15.7,0.39
2026-09-10 18:00:00,HSR Layout,12.9,0.61
2026-09-10 19:00:00,MG Road / Central,6.5,0.77
2026-09-10 19:00:00,Indiranagar,10.1,0.68
2026-09-10 19:00:00,Whitefield,8.8,0.56
2026-09-10 19:00:00,Koramangala,8.1,0.67
2026-09-10 19:00:00,Jayanagar,18.8,0.57
2026-09-10 19:00:00,Hebbal,11.6,0.59
2026-09-10 19:00:00,Electronic City,11.1,0.66
2026-09-10 19:00:00,HSR Layout,13.2,0.6
2026-09-10 20:00:00,MG Road / Central,5.0,0.95
2026-09-10 20:00:00,Indiranagar,5.4,0.76
2026-09-10 20:00:00,Whitefield,9.7,0.62
2026-09-10 20:00:00,Koramangala,9.9,0.65
2026-09-10 20:00:00,Jayanagar,11.8,0.67
2026-09-10 20:00:00,Hebbal,18.1,0.4
2026-09-10 20:00:00,Electronic City,13.5,0.46
2026-09-10 20:00:00,HSR Layout,13.7,0.52
2026-09-10 21:00:00,MG Road / Central,10.1,0.69
2026-09-10 21:00:00,Indiranagar,21.8,0.23
2026-09-10 21:00:00,Whitefield,23.0,0.37
2026-09-10 21:00:00,Koramangala,19.9,0.21
2026-09-10 21:00:00,Jayanagar,16.5,0.47
2026-09-10 21:00:00,Hebbal,26.7,0.15
2026-09-10 21:00:00,Electronic City,28.5,0.05
2026-09-10 21:00:00,HSR Layout,23.2,0.29
2026-09-11 06:00:00,MG Road / Central,21.8,0.28
2026-09-11 06:00:00,Indiranagar,21.8,0.29
2026-09-11 06:00:00,Whitefield,24.9,0.14
2026-09-11 06:00:00,Koramangala,22.9,0.28
2026-09-11 06:00:00,Jayanagar,18.9,0.35
2026-09-11 06:00:00,Hebbal,19.5,0.25
2026-09-11 06:00:00,Electronic City,23.5,0.21
2026-09-11 06:00:00,HSR Layout,10.8,0.56
2026-09-11 07:00:00,MG Road / Central,14.7,0.58
2026-09-11 07:00:00,Indiranagar,20.5,0.43
2026-09-11 07:00:00,Whitefield,21.9,0.29
2026-09-11 07:00:00,Koramangala,20.6,0.39
2026-09-11 07:00:00,Jayanagar,17.3,0.38
2026-09-11 07:00:00,Hebbal,26.8,0.09
2026-09-11 07:00:00,Electronic City,25.3,0.15
2026-09-11 07:00:00,HSR Layout,17.1,0.4
2026-09-11 08:00:00,MG Road / Central,9.3,0.69
2026-09-11 08:00:00,Indiranagar,5.0,0.8
2026-09-11 08:00:00,Whitefield,16.1,0.48
2026-09-11 08:00:00,Koramangala,5.0,0.84
2026-09-11 08:00:00,Jayanagar,21.5,0.32
2026-09-11 08:00:00,Hebbal,13.4,0.47
2026-09-11 08:00:00,Electronic City,15.4,0.48
2026-09-11 08:00:00,HSR Layout,11.3,0.48
2026-09-11 09:00:00,MG Road / Central,8.3,0.81
2026-09-11 09:00:00,Indiranagar,5.0,0.78
2026-09-11 09:00:00,Whitefield,14.2,0.53
2026-09-11 09:00:00,Koramangala,8.2,0.77
2026-09-11 09:00:00,Jayanagar,16.3,0.46
2026-09-11 09:00:00,Hebbal,14.8,0.6
2026-09-11 09:00:00,Electronic City,12.5,0.63
2026-09-11 09:00:00,HSR Layout,16.0,0.56
2026-09-11 10:00:00,MG Road / Central,5.8,0.75
2026-09-11 10:00:00,Indiranagar,5.3,0.87
2026-09-11 10:00:00,Whitefield,14.1,0.5
2026-09-11 10:00:00,Koramangala,8.9,0.74
2026-09-11 10:00:00,Jayanagar,13.4,0.57
2026-09-11 10:00:00,Hebbal,9.5,0.75
2026-09-11 10:00:00,Electronic City,14.7,0.57
2026-09-11 10:00:00,HSR Layout,18.0,0.43
2026-09-11 11:00:00,MG Road / Central,11.1,0.62
2026-09-11 11:00:00,Indiranagar,19.7,0.3
2026-09-11 11:00:00,Whitefield,24.9,0.12
2026-09-11 11:00:00,Koramangala,16.5,0.36
2026-09-11 11:00:00,Jayanagar,24.2,0.25
2026-09-11 11:00:00,Hebbal,28.8,0.14
2026-09-11 11:00:00,Electronic City,22.7,0.31
2026-09-11 11:00:00,HSR Layout,26.6,0.17
2026-09-11 12:00:00,MG Road / Central,23.7,0.27
2026-09-11 12:00:00,Indiranagar,18.5,0.42
2026-09-11 12:00:00,Whitefield,24.9,0.11
2026-09-11 12:00:00,Koramangala,14.0,0.47
2026-09-11 12:00:00,Jayanagar,18.1,0.31
2026-09-11 12:00:00,Hebbal,17.0,0.35
2026-09-11 12:00:00,Electronic City,21.8,0.32
2026-09-11 12:00:00,HSR Layout,26.2,0.17
2026-09-11 13:00:00,MG Road / Central,16.0,0.43
2026-09-11 13:00:00,Indiranagar,17.7,0.28
2026-09-11 13:00:00,Whitefield,18.1,0.29
2026-09-11 13:00:00,Koramangala,17.1,0.41
2026-09-11 13:00:00,Jayanagar,19.5,0.33
2026-09-11 13:00:00,Hebbal,25.1,0.21
2026-09-11 13:00:00,Electronic City,21.9,0.29
2026-09-11 13:00:00,HSR Layout,17.7,0.31
2026-09-11 14:00:00,MG Road / Central,16.5,0.49
2026-09-11 14:00:00,Indiranagar,21.2,0.28
2026-09-11 14:00:00,Whitefield,22.4,0.25
2026-09-11 14:00:00,Koramangala,19.7,0.44
2026-09-11 14:00:00,Jayanagar,16.0,0.38
2026-09-11 14:00:00,Hebbal,22.9,0.32
2026-09-11 14:00:00,Electronic City,23.3,0.3
2026-09-11 14:00:00,HSR Layout,17.3,0.49
2026-09-11 15:00:00,MG Road / Central,19.2,0.43
2026-09-11 15:00:00,Indiranagar,17.5,0.42
2026-09-11 15:00:00,Whitefield,26.9,0.21
2026-09-11 15:00:00,Koramangala,24.0,0.3
2026-09-11 15:00:00,Jayanagar,17.9,0.31
2026-09-11 15:00:00,Hebbal,17.0,0.29
2026-09-11 15:00:00,Electronic City,22.0,0.33
2026-09-11 15:00:00,HSR Layout,24.9,0.18
2026-09-11 16:00:00,MG Road / Central,10.0,0.63
2026-09-11 16:00:00,Indiranagar,24.8,0.27
2026-09-11 16:00:00,Whitefield,15.4,0.49
2026-09-11 16:00:00,Koramangala,17.0,0.52
2026-09-11 16:00:00,Jayanagar,24.2,0.16
2026-09-11 16:00:00,Hebbal,21.4,0.4
2026-09-11 16:00:00,Electronic City,18.7,0.32
2026-09-11 16:00:00,HSR Layout,14.3,0.49
2026-09-11 17:00:00,MG Road / Central,10.9,0.66
2026-09-11 17:00:00,Indiranagar,5.1,0.89
2026-09-11 17:00:00,Whitefield,12.9,0.6
2026-09-11 17:00:00,Koramangala,10.0,0.71
2026-09-11 17:00:00,Jayanagar,22.0,0.25
2026-09-11 17:00:00,Hebbal,10.3,0.58
2026-09-11 17:00:00,Electronic City,11.7,0.6
2026-09-11 17:00:00,HSR Layout,10.3,0.76
2026-09-11 18:00:00,MG Road / Central,10.4,0.64
2026-09-11 18:00:00,Indiranagar,8.4,0.69
2026-09-11 18:00:00,Whitefield,11.3,0.57
2026-09-11 18:00:00,Koramangala,14.3,0.56
2026-09-11 18:00:00,Jayanagar,9.6,0.63
2026-09-11 18:00:00,Hebbal,9.0,0.66
2026-09-11 18:00:00,Electronic City,14.2,0.58
2026-09-11 18:00:00,HSR Layout,14.5,0.55
2026-09-11 19:00:00,MG Road / Central,10.5,0.64
2026-09-11 19:00:00,Indiranagar,8.2,0.68
2026-09-11 19:00:00,Whitefield,11.0,0.53
2026-09-11 19:00:00,Koramangala,10.2,0.64
2026-09-11 19:00:00,Jayanagar,13.9,0.52
2026-09-11 19:00:00,Hebbal,14.7,0.54
2026-09-11 19:00:00,Electronic City,9.1,0.65
2026-09-11 19:00:00,HSR Layout,15.7,0.41
2026-09-11 20:00:00,MG Road / Central,10.1,0.64
2026-09-11 20:00:00,Indiranagar,9.2,0.61
2026-09-11 20:00:00,Whitefield,15.5,0.5
2026-09-11 20:00:00,Koramangala,5.7,0.77
2026-09-11 20:00:00,Jayanagar,13.1,0.5
2026-09-11 20:00:00,Hebbal,11.9,0.55
2026-09-11 20:00:00,Electronic City,7.9,0.62
2026-09-11 20:00:00,HSR Layout,15.4,0.51
2026-09-11 21:00:00,MG Road / Central,22.7,0.42
2026-09-11 21:00:00,Indiranagar,14.7,0.44
2026-09-11 21:00:00,Whitefield,19.3,0.24
2026-09-11 21:00:00,Koramangala,16.6,0.39
2026-09-11 21:00:00,Jayanagar,18.1,0.36
2026-09-11 21:00:00,Hebbal,21.6,0.24
2026-09-11 21:00:00,Electronic City,15.6,0.46
2026-09-11 21:00:00,HSR Layout,17.5,0.47
2026-09-12 06:00:00,MG Road / Central,17.0,0.46
2026-09-12 06:00:00,Indiranagar,12.7,0.45
2026-09-12 06:00:00,Whitefield,25.2,0.22
2026-09-12 06:00:00,Koramangala,15.4,0.39
2026-09-12 06:00:00,Jayanagar,26.1,0.24
2026-09-12 06:00:00,Hebbal,17.9,0.4
2026-09-12 06:00:00,Electronic City,18.3,0.36
2026-09-12 06:00:00,HSR Layout,26.7,0.05
2026-09-12 07:00:00,MG Road / Central,11.8,0.59
2026-09-12 07:00:00,Indiranagar,18.3,0.37
2026-09-12 07:00:00,Whitefield,18.9,0.48
2026-09-12 07:00:00,Koramangala,9.7,0.67
2026-09-12 07:00:00,Jayanagar,18.4,0.29
2026-09-12 07:00:00,Hebbal,14.8,0.43
2026-09-12 07:00:00,Electronic City,19.5,0.28
2026-09-12 07:00:00,HSR Layout,22.9,0.18
2026-09-12 08:00:00,MG Road / Central,10.1,0.63
2026-09-12 08:00:00,Indiranagar,12.6,0.63
2026-09-12 08:00:00,Whitefield,17.9,0.42
2026-09-12 08:00:00,Koramangala,5.0,0.85
2026-09-12 08:00:00,Jayanagar,15.6,0.46
2026-09-12 08:00:00,Hebbal,9.6,0.69
2026-09-12 08:00:00,Electronic City,16.4,0.49
2026-09-12 08:00:00,HSR Layout,18.8,0.42
2026-09-12 09:00:00,MG Road / Central,6.9,0.75
2026-09-12 09:00:00,Indiranagar,10.2,0.6
2026-09-12 09:00:00,Whitefield,14.0,0.61
2026-09-12 09:00:00,Koramangala,12.2,0.62
2026-09-12 09:00:00,Jayanagar,19.8,0.3
2026-09-12 09:00:00,Hebbal,11.8,0.55
2026-09-12 09:00:00,Electronic City,15.5,0.44
2026-09-12 09:00:00,HSR Layout,12.1,0.59
2026-09-12 10:00:00,MG Road / Central,12.8,0.43
2026-09-12 10:00:00,Indiranagar,12.1,0.63
2026-09-12 10:00:00,Whitefield,22.4,0.22
2026-09-12 10:00:00,Koramangala,13.7,0.64
2026-09-12 10:00:00,Jayanagar,15.7,0.5
2026-09-12 10:00:00,Hebbal,8.7,0.57
2026-09-12 10:00:00,Electronic City,11.2,0.64
2026-09-12 10:00:00,HSR Layout,19.5,0.61
2026-09-12 11:00:00,MG Road / Central,29.0,0.15
2026-09-12 11:00:00,Indiranagar,19.6,0.37
2026-09-12 11:00:00,Whitefield,21.8,0.24
2026-09-12 11:00:00,Koramangala,20.7,0.33
2026-09-12 11:00:00,Jayanagar,29.5,0.07
2026-09-12 11:00:00,Hebbal,21.7,0.2
2026-09-12 11:00:00,Electronic City,26.6,0.2
2026-09-12 11:00:00,HSR Layout,25.1,0.19
2026-09-12 12:00:00,MG Road / Central,22.1,0.31
2026-09-12 12:00:00,Indiranagar,19.2,0.48
2026-09-12 12:00:00,Whitefield,24.5,0.23
2026-09-12 12:00:00,Koramangala,20.2,0.41
2026-09-12 12:00:00,Jayanagar,26.6,0.16
2026-09-12 12:00:00,Hebbal,23.1,0.23
2026-09-12 12:00:00,Electronic City,22.7,0.26
2026-09-12 12:00:00,HSR Layout,23.3,0.24
2026-09-12 13:00:00,MG Road / Central,14.3,0.59
2026-09-12 13:00:00,Indiranagar,14.0,0.5
2026-09-12 13:00:00,Whitefield,27.6,0.14
2026-09-12 13:00:00,Koramangala,17.8,0.51
2026-09-12 13:00:00,Jayanagar,24.2,0.18
2026-09-12 13:00:00,Hebbal,27.6,0.05
2026-09-12 13:00:00,Electronic City,18.0,0.37
2026-09-12 13:00:00,HSR Layout,19.8,0.33
2026-09-12 14:00:00,MG Road / Central,14.5,0.44
2026-09-12 14:00:00,Indiranagar,11.7,0.41
2026-09-12 14:00:00,Whitefield,19.9,0.23
2026-09-12 14:00:00,Koramangala,15.2,0.54
2026-09-12 14:00:00,Jayanagar,23.9,0.31
2026-09-12 14:00:00,Hebbal,29.4,0.14
2026-09-12 14:00:00,Electronic City,18.7,0.36
2026-09-12 14:00:00,HSR Layout,16.2,0.39
2026-09-12 15:00:00,MG Road / Central,19.8,0.3
2026-09-12 15:00:00,Indiranagar,17.8,0.34
2026-09-12 15:00:00,Whitefield,17.6,0.4
2026-09-12 15:00:00,Koramangala,15.6,0.44
2026-09-12 15:00:00,Jayanagar,29.0,0.05
2026-09-12 15:00:00,Hebbal,28.4,0.05
2026-09-12 15:00:00,Electronic City,31.4,0.09
2026-09-12 15:00:00,HSR Layout,19.4,0.36
2026-09-12 16:00:00,MG Road / Central,11.8,0.55
2026-09-12 16:00:00,Indiranagar,16.4,0.47
2026-09-12 16:00:00,Whitefield,24.1,0.28
2026-09-12 16:00:00,Koramangala,15.9,0.49
2026-09-12 16:00:00,Jayanagar,26.5,0.05
2026-09-12 16:00:00,Hebbal,23.1,0.24
2026-09-12 16:00:00,Electronic City,31.4,0.11
2026-09-12 16:00:00,HSR Layout,18.2,0.43
2026-09-12 17:00:00,MG Road / Central,8.3,0.71
2026-09-12 17:00:00,Indiranagar,12.6,0.59
2026-09-12 17:00:00,Whitefield,10.1,0.58
2026-09-12 17:00:00,Koramangala,7.5,0.74
2026-09-12 17:00:00,Jayanagar,18.6,0.32
2026-09-12 17:00:00,Hebbal,18.8,0.5
2026-09-12 17:00:00,Electronic City,8.8,0.62
2026-09-12 17:00:00,HSR Layout,8.7,0.61
2026-09-12 18:00:00,MG Road / Central,5.0,0.83
2026-09-12 18:00:00,Indiranagar,12.0,0.69
2026-09-12 18:00:00,Whitefield,15.3,0.4
2026-09-12 18:00:00,Koramangala,13.2,0.63
2026-09-12 18:00:00,Jayanagar,13.3,0.37
2026-09-12 18:00:00,Hebbal,16.2,0.5
2026-09-12 18:00:00,Electronic City,8.3,0.69
2026-09-12 18:00:00,HSR Layout,17.3,0.5
2026-09-12 19:00:00,MG Road / Central,15.0,0.48
2026-09-12 19:00:00,Indiranagar,9.2,0.72
